idx,Syll-Type,Premise,Hypothesis,label
90273,2,All Germans are Bartenders and some Germans are Leaves collectors.,All Leaves collectors are Bartenders.,2
90274,2,All Germans are Boilermakers and some Germans are Leaves collectors.,All Leaves collectors are Boilermakers.,2
90275,2,All Germans are Brokerage clerks and some Germans are Leaves collectors.,All Leaves collectors are Brokerage clerks.,2
90276,2,All Germans are Budget analysts and some Germans are Leaves collectors.,All Leaves collectors are Budget analysts.,2
90277,2,All Germans are Carpenters and some Germans are Leaves collectors.,All Leaves collectors are Carpenters.,2
90278,2,All Germans are Cashiers and some Germans are Leaves collectors.,All Leaves collectors are Cashiers.,2
90279,2,All Germans are Chief executives and some Germans are Leaves collectors.,All Leaves collectors are Chief executives.,2
90280,2,All Germans are Childcare workers and some Germans are Leaves collectors.,All Leaves collectors are Childcare workers.,2
90281,2,All Germans are Chiropractors and some Germans are Leaves collectors.,All Leaves collectors are Chiropractors.,2
90282,2,All Germans are Civil engineers and some Germans are Leaves collectors.,All Leaves collectors are Civil engineers.,2
90283,2,All Germans are Clergys and some Germans are Leaves collectors.,All Leaves collectors are Clergys.,2
90284,2,All Germans are Commercial divers and some Germans are Leaves collectors.,All Leaves collectors are Commercial divers.,2
90285,2,All Ghanaians are Bailiffs and some Ghanaians are Leaves collectors.,All Leaves collectors are Bailiffs.,2
90286,2,All Ghanaians are Bakers and some Ghanaians are Leaves collectors.,All Leaves collectors are Bakers.,2
90287,2,All Ghanaians are Barbers and some Ghanaians are Leaves collectors.,All Leaves collectors are Barbers.,2
90288,2,All Ghanaians are Bartenders and some Ghanaians are Leaves collectors.,All Leaves collectors are Bartenders.,2
90289,2,All Ghanaians are Boilermakers and some Ghanaians are Leaves collectors.,All Leaves collectors are Boilermakers.,2
90290,2,All Ghanaians are Brokerage clerks and some Ghanaians are Leaves collectors.,All Leaves collectors are Brokerage clerks.,2
90291,2,All Ghanaians are Budget analysts and some Ghanaians are Leaves collectors.,All Leaves collectors are Budget analysts.,2
90292,2,All Ghanaians are Carpenters and some Ghanaians are Leaves collectors.,All Leaves collectors are Carpenters.,2
90293,2,All Ghanaians are Cashiers and some Ghanaians are Leaves collectors.,All Leaves collectors are Cashiers.,2
90294,2,All Ghanaians are Chief executives and some Ghanaians are Leaves collectors.,All Leaves collectors are Chief executives.,2
90295,2,All Ghanaians are Childcare workers and some Ghanaians are Leaves collectors.,All Leaves collectors are Childcare workers.,2
90296,2,All Ghanaians are Chiropractors and some Ghanaians are Leaves collectors.,All Leaves collectors are Chiropractors.,2
90297,2,All Ghanaians are Civil engineers and some Ghanaians are Leaves collectors.,All Leaves collectors are Civil engineers.,2
90298,2,All Ghanaians are Clergys and some Ghanaians are Leaves collectors.,All Leaves collectors are Clergys.,2
90299,2,All Ghanaians are Commercial divers and some Ghanaians are Leaves collectors.,All Leaves collectors are Commercial divers.,2
90300,2,All Gibraltarians are Bailiffs and some Gibraltarians are Leaves collectors.,All Leaves collectors are Bailiffs.,2
90301,2,All Gibraltarians are Bakers and some Gibraltarians are Leaves collectors.,All Leaves collectors are Bakers.,2
90302,2,All Gibraltarians are Barbers and some Gibraltarians are Leaves collectors.,All Leaves collectors are Barbers.,2
90303,2,All Gibraltarians are Bartenders and some Gibraltarians are Leaves collectors.,All Leaves collectors are Bartenders.,2
90304,2,All Gibraltarians are Boilermakers and some Gibraltarians are Leaves collectors.,All Leaves collectors are Boilermakers.,2
90305,2,All Gibraltarians are Brokerage clerks and some Gibraltarians are Leaves collectors.,All Leaves collectors are Brokerage clerks.,2
90306,2,All Gibraltarians are Budget analysts and some Gibraltarians are Leaves collectors.,All Leaves collectors are Budget analysts.,2
90307,2,All Gibraltarians are Carpenters and some Gibraltarians are Leaves collectors.,All Leaves collectors are Carpenters.,2
90308,2,All Gibraltarians are Cashiers and some Gibraltarians are Leaves collectors.,All Leaves collectors are Cashiers.,2
90309,2,All Gibraltarians are Chief executives and some Gibraltarians are Leaves collectors.,All Leaves collectors are Chief executives.,2
90310,2,All Gibraltarians are Childcare workers and some Gibraltarians are Leaves collectors.,All Leaves collectors are Childcare workers.,2
90311,2,All Gibraltarians are Chiropractors and some Gibraltarians are Leaves collectors.,All Leaves collectors are Chiropractors.,2
90312,2,All Gibraltarians are Civil engineers and some Gibraltarians are Leaves collectors.,All Leaves collectors are Civil engineers.,2
90313,2,All Gibraltarians are Clergys and some Gibraltarians are Leaves collectors.,All Leaves collectors are Clergys.,2
90314,2,All Gibraltarians are Commercial divers and some Gibraltarians are Leaves collectors.,All Leaves collectors are Commercial divers.,2
90315,2,All Greeks are Bailiffs and some Greeks are Leaves collectors.,All Leaves collectors are Bailiffs.,2
90316,2,All Greeks are Bakers and some Greeks are Leaves collectors.,All Leaves collectors are Bakers.,2
90317,2,All Greeks are Barbers and some Greeks are Leaves collectors.,All Leaves collectors are Barbers.,2
90318,2,All Greeks are Bartenders and some Greeks are Leaves collectors.,All Leaves collectors are Bartenders.,2
90319,2,All Greeks are Boilermakers and some Greeks are Leaves collectors.,All Leaves collectors are Boilermakers.,2
90320,2,All Greeks are Brokerage clerks and some Greeks are Leaves collectors.,All Leaves collectors are Brokerage clerks.,2
90321,2,All Greeks are Budget analysts and some Greeks are Leaves collectors.,All Leaves collectors are Budget analysts.,2
90322,2,All Greeks are Carpenters and some Greeks are Leaves collectors.,All Leaves collectors are Carpenters.,2
90323,2,All Greeks are Cashiers and some Greeks are Leaves collectors.,All Leaves collectors are Cashiers.,2
90324,2,All Greeks are Chief executives and some Greeks are Leaves collectors.,All Leaves collectors are Chief executives.,2
90325,2,All Greeks are Childcare workers and some Greeks are Leaves collectors.,All Leaves collectors are Childcare workers.,2
90326,2,All Greeks are Chiropractors and some Greeks are Leaves collectors.,All Leaves collectors are Chiropractors.,2
90327,2,All Greeks are Civil engineers and some Greeks are Leaves collectors.,All Leaves collectors are Civil engineers.,2
90328,2,All Greeks are Clergys and some Greeks are Leaves collectors.,All Leaves collectors are Clergys.,2
90329,2,All Greeks are Commercial divers and some Greeks are Leaves collectors.,All Leaves collectors are Commercial divers.,2
90330,2,All Greenlandics are Bailiffs and some Greenlandics are Leaves collectors.,All Leaves collectors are Bailiffs.,2
90331,2,All Greenlandics are Bakers and some Greenlandics are Leaves collectors.,All Leaves collectors are Bakers.,2
90332,2,All Greenlandics are Barbers and some Greenlandics are Leaves collectors.,All Leaves collectors are Barbers.,2
90333,2,All Greenlandics are Bartenders and some Greenlandics are Leaves collectors.,All Leaves collectors are Bartenders.,2
90334,2,All Greenlandics are Boilermakers and some Greenlandics are Leaves collectors.,All Leaves collectors are Boilermakers.,2
90335,2,All Greenlandics are Brokerage clerks and some Greenlandics are Leaves collectors.,All Leaves collectors are Brokerage clerks.,2
90336,2,All Greenlandics are Budget analysts and some Greenlandics are Leaves collectors.,All Leaves collectors are Budget analysts.,2
90337,2,All Greenlandics are Carpenters and some Greenlandics are Leaves collectors.,All Leaves collectors are Carpenters.,2
90338,2,All Greenlandics are Cashiers and some Greenlandics are Leaves collectors.,All Leaves collectors are Cashiers.,2
90339,2,All Greenlandics are Chief executives and some Greenlandics are Leaves collectors.,All Leaves collectors are Chief executives.,2
90340,2,All Greenlandics are Childcare workers and some Greenlandics are Leaves collectors.,All Leaves collectors are Childcare workers.,2
90341,2,All Greenlandics are Chiropractors and some Greenlandics are Leaves collectors.,All Leaves collectors are Chiropractors.,2
90342,2,All Greenlandics are Civil engineers and some Greenlandics are Leaves collectors.,All Leaves collectors are Civil engineers.,2
90343,2,All Greenlandics are Clergys and some Greenlandics are Leaves collectors.,All Leaves collectors are Clergys.,2
90344,2,All Greenlandics are Commercial divers and some Greenlandics are Leaves collectors.,All Leaves collectors are Commercial divers.,2
90345,2,All Grenadians are Bailiffs and some Grenadians are Leaves collectors.,All Leaves collectors are Bailiffs.,2
90346,2,All Grenadians are Bakers and some Grenadians are Leaves collectors.,All Leaves collectors are Bakers.,2
90347,2,All Grenadians are Barbers and some Grenadians are Leaves collectors.,All Leaves collectors are Barbers.,2
90348,2,All Grenadians are Bartenders and some Grenadians are Leaves collectors.,All Leaves collectors are Bartenders.,2
90349,2,All Grenadians are Boilermakers and some Grenadians are Leaves collectors.,All Leaves collectors are Boilermakers.,2
90350,2,All Grenadians are Brokerage clerks and some Grenadians are Leaves collectors.,All Leaves collectors are Brokerage clerks.,2
90351,2,All Grenadians are Budget analysts and some Grenadians are Leaves collectors.,All Leaves collectors are Budget analysts.,2
90352,2,All Grenadians are Carpenters and some Grenadians are Leaves collectors.,All Leaves collectors are Carpenters.,2
90353,2,All Grenadians are Cashiers and some Grenadians are Leaves collectors.,All Leaves collectors are Cashiers.,2
90354,2,All Grenadians are Chief executives and some Grenadians are Leaves collectors.,All Leaves collectors are Chief executives.,2
90355,2,All Grenadians are Childcare workers and some Grenadians are Leaves collectors.,All Leaves collectors are Childcare workers.,2
90356,2,All Grenadians are Chiropractors and some Grenadians are Leaves collectors.,All Leaves collectors are Chiropractors.,2
90357,2,All Grenadians are Civil engineers and some Grenadians are Leaves collectors.,All Leaves collectors are Civil engineers.,2
90358,2,All Grenadians are Clergys and some Grenadians are Leaves collectors.,All Leaves collectors are Clergys.,2
90359,2,All Grenadians are Commercial divers and some Grenadians are Leaves collectors.,All Leaves collectors are Commercial divers.,2
90360,2,All Guamanians are Bailiffs and some Guamanians are Leaves collectors.,All Leaves collectors are Bailiffs.,2
90361,2,All Guamanians are Bakers and some Guamanians are Leaves collectors.,All Leaves collectors are Bakers.,2
90362,2,All Guamanians are Barbers and some Guamanians are Leaves collectors.,All Leaves collectors are Barbers.,2
90363,2,All Guamanians are Bartenders and some Guamanians are Leaves collectors.,All Leaves collectors are Bartenders.,2
90364,2,All Guamanians are Boilermakers and some Guamanians are Leaves collectors.,All Leaves collectors are Boilermakers.,2
90365,2,All Guamanians are Brokerage clerks and some Guamanians are Leaves collectors.,All Leaves collectors are Brokerage clerks.,2
